Molecule ChEMBL ID,Molecular Weight,#RO5 Violations,AlogP,Smiles,pChEMBL Value
CHEMBL560558,451.51,0,2.58,COc1ccccc1Cn1c(Nc2ccc(S(N)(=O)=O)cc2)nc2cc(C(N)=O)ccc21,4.7
CHEMBL208226,348.49,0,4.86,Cc1ccc2c(c1C)CN(C(=O)N1CCCCC1)CC2c1ccccc1,4.89
CHEMBL204411,295.38,0,4.02,COC(=O)N1Cc2c(ccc(C)c2C)C(c2ccccc2)C1,4.84
CHEMBL204372,341.45,1,5.09,Cc1ccc2c(c1C)CN(C(=O)c1ccccc1)CC2c1ccccc1,4.79
CHEMBL205786,324.42,0,3.64,Cc1ccc2c(c1C)CN(C(=O)N(C)C)C[C@@H]2c1cccc(O)c1,6.98
CHEMBL1089393,299.8,0,4.97,Clc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,6.14
CHEMBL1084391,328.48,1,5.08,CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1nccs1)N2,6.28
CHEMBL1084392,322.45,1,5.01,CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccnc1)N2,5.96
CHEMBL1085895,463.5,0,4.39,O=C(NCCCO)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,7.96
CHEMBL206115,370.4,0,3.37,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1)C1CC1,9.3
CHEMBL377073,365.26,0,4.33,CN(C)C(=O)N1Cc2c(ccc(Cl)c2Cl)C(c2cccc(O)c2)C1,5.9
CHEMBL3680849,529.6,2,5.06,C[C@H](O)C(=O)N(C[C@@H]1CNC[C@@H]1F)[C@@H](c1nc(-c2cc(F)ccc2F)oc1Cc1ccccc1)C(C)(C)C,8.14
CHEMBL377566,386.45,0,3.69,CN(C)C(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN)c1ccccc1,8.7
CHEMBL240704,429.49,0,4.64,CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CC[C@H](F)C1)c1ccccc1,9
CHEMBL1818753,425.53,0,4.24,CN1CCN(c2ccc3[nH]c(-c4ccc(O)cc4)c(Cc4ccccc4)c(=O)c3c2)CC1,5.83
CHEMBL1818758,412.49,0,4.33,O=c1c(Cc2ccccc2)c(-c2cccc(O)c2)[nH]c2ccc(N3CCOCC3)cc12,7.64
CHEMBL1818759,337.42,0,3.8,CC1Nc2ccc(N3CCCCC3)cc2C(=O)N1c1cccc(O)c1,5
CHEMBL1818766,397.52,1,5.32,O=C1c2cc(N3CCCCC3)ccc2NC(Cc2ccccc2)N1c1ccccc1,7.04
CHEMBL1818767,413.52,1,5.02,O=C1c2cc(N3CCCCC3)ccc2NC(Cc2ccccc2)N1c1cccc(O)c1,7.48
CHEMBL1164552,595.97,2,6.41,CCC(c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1)N(CCCN(C)C)C(=O)c1ccc(Br)cc1,7.28
CHEMBL382406,373.4,0,3.38,CCNC(=O)N1N=C(c2cc(F)ccc2F)CC1(CCO)c1ccccc1,6.22
CHEMBL193686,315.32,0,3.46,CNC(=O)N1N=C(c2cc(F)ccc2F)CC1c1ccccc1,5.5
CHEMBL3087430,809.32,3,9.66,O=C1CC(c2ccc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)c(Cl)c3[N+](=O)[O-])cc2)Oc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)c(Cl)c3[N+](=O)[O-])cc(O)c21,7.28
CHEMBL3087428,807.31,3,9.73,O=c1c(-c2ccc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)c(Cl)c3[N+](=O)[O-])cc2)coc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)c(Cl)c3[N+](=O)[O-])cc(O)c12,7.2
CHEMBL3087418,738.42,3,8.42,O=c1cc(-c2ccc(Oc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3C(F)(F)F)cc2)oc2cc(Oc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3C(F)(F)F)cc(O)c12,7.57
CHEMBL232259,467.48,1,5.17,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCC(F)(F)F)c1ccccc1,6.96
CHEMBL240689,394.5,0,0.29,CC1=C(C(=O)NCCOCCOCCN)C(c2cccc(O)c2)NC(=S)N1,4.74
CHEMBL228369,362.52,0,4.42,CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2c1CCCC2,5.77
CHEMBL382790,412.48,0,4.22,NCCCC1(c2ccccc2)CC(c2cc(F)ccc2F)=NN1C(=O)N1CCCC1,7.58
CHEMBL210264,398.46,0,3.83,NCCCC1(c2ccccc2)CC(c2cc(F)ccc2F)=NN1C(=O)N1CCC1,7.26
CHEMBL207992,400.47,0,4.13,CCNC(=O)N1N=C(c2cc(F)ccc2F)CC1(CCCCN)c1ccccc1,7.17
CHEMBL207261,372.42,0,3.35,CCNC(=O)N1N=C(c2cc(F)ccc2F)CC1(CCN)c1ccccc1,6.41
CHEMBL232460,431.5,0,4.58,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCCF)c1ccccc1,7.99
CHEMBL1599833,327.41,0,3.01,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccc3ccccc3c2)S1,4.81
CHEMBL388099,391.56,0,3.57,CN(C)CCN(C)C(=O)c1c(NC(=O)c2cccs2)sc2c1CCCC2,5.07
CHEMBL228800,377.54,0,3.23,CN(C)CCNC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCC2,4.57
CHEMBL1165017,351.41,0,1.59,O=C(NCCO)C1Cc2c([nH]c3ccccc23)C(c2cccc(O)c2)N1,6.54
CHEMBL4238439,528.66,2,5.56,CC(=O)N1N=C(NC2=NC(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)S2)SC1(C)c1ccccc1,4.76
CHEMBL1089050,293.41,0,4.88,CCc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,6.89
CHEMBL1164477,429.35,0,4.13,Cl.NCCC(=O)N1CCc2c([nH]c3ccc(Cl)cc23)C1c1c[nH]c2ccccc12,7.37
CHEMBL1163528,350.42,0,1.55,NCCNC(=O)C1Cc2c([nH]c3ccccc23)C(c2cccc(O)c2)N1,7.19
CHEMBL203681,350.46,0,3.7,Cc1ccc2c(c1C)CN(C(=O)N1CCOCC1)CC2c1ccccc1,4.65
CHEMBL204278,279.43,0,4.66,Cc1ccc2c(c1C)CN(C(C)C)CC2c1ccccc1,4.96
CHEMBL207973,265.4,0,4.27,CCN1Cc2c(ccc(C)c2C)C(c2ccccc2)C1,4.6
CHEMBL210741,428.48,0,3.46,NCCCC1(c2ccccc2)CC(c2cc(F)ccc2F)=NN1C(=O)N1CCOCC1,6.91
CHEMBL232728,377.51,0,4.21,COC(=O)[C@@H](N)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,5.24
CHEMBL396414,585.73,2,7.7,O=C(N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,4.26
CHEMBL375928,390.57,1,5.06,CCC1CCc2sc(NC(=O)c3cccs3)c(C(=O)N(CC)CC)c2C1,5.13
CHEMBL191406,300.31,0,3.66,CC(=O)N1N=C(c2c(F)cccc2F)CC1c1ccccc1,4.96
CHEMBL206289,342.39,0,4.69,CC(C)(C)C(=O)N1N=C(c2cc(F)ccc2F)CC1c1ccccc1,6.95
CHEMBL377596,371.38,0,3.41,O=C([C@@H](O)C1CC1)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1,8.54
CHEMBL1829269,496.68,0,4.34,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)C1CCC(OC)CC1,5.05
CHEMBL204408,370.44,0,4.31,CC(C)(C)[C@H](N)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,8.57
CHEMBL429553,411.93,0,4.15,CC(=O)C1=NN2c3cc(Cl)ccc3OC[C@H]2[C@@]1(CCCN(C)C)c1ccccc1,9
CHEMBL228424,377.54,0,4.13,CCN(CC)C(=O)c1c(NC(=O)c2scnc2C)sc2c1CCCC2,4.77
CHEMBL414860,341.4,0,4.98,CC(C)(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,7.07
CHEMBL1688922,405.56,1,5.08,CCCc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1,7.07
CHEMBL389588,344.31,0,3.14,NC(=O)Nc1ccc(-c2ccc(S(=O)(=O)C(F)(F)F)cc2)cc1,7.24
CHEMBL1818675,349.43,0,2.96,Cc1c(-c2cccc(O)c2)[nH]c2ccc(N3CCN(C)CC3)cc2c1=O,6.48
CHEMBL1173704,235.21,0,4.34,FC(F)(F)c1ccc2c(c1)[nH]c1ccccc12,6.68
CHEMBL1802988,236.2,0,3.73,FC(F)(F)c1ccc2c(c1)[nH]c1cccnc12,6.48
CHEMBL1802990,304.27,0,4.22,O=C1CCc2cc3c(cc2N1)[nH]c1cc(C(F)(F)F)ccc13,7.51
CHEMBL1803017,293.25,0,3.83,NC(=O)Nc1ccc2c(c1)[nH]c1cc(C(F)(F)F)ccc12,7.07
CHEMBL1803022,274.24,0,4.82,FC(F)(F)c1ccc2c(c1)[nH]c1cc3[nH]ccc3cc12,6.77
CHEMBL213184,504.03,1,4.45,Cc1ccc(C(=O)N(CCCN)C(c2nn3c(Cl)ccc3c(=O)n2Cc2ccccc2)C2CC2)cc1,7.22
CHEMBL250743,368.41,0,3.06,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCO)c1ccccc1,8.28
CHEMBL250126,495.02,0,3.75,CC(=O)C1=NN2c3cc(Cl)ccc3OC[C@H]2[C@@]1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,9
CHEMBL249882,468.55,0,3.61,CC(=O)C1=NN(c2cc(F)ccc2F)C[C@@]1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,8.52
CHEMBL609588,369.85,0,3.35,NCCC(=O)N1CCc2c([nH]c3ccc(Cl)cc23)C1c1cccc(O)c1,7.41
CHEMBL561294,512.02,1,4.44,NC(=O)c1ccc2c(c1)nc(Nc1ccc(S(N)(=O)=O)cc1)n2Cc1csc2ccc(Cl)cc12,4.72
CHEMBL558477,504.49,1,4.28,COC(=O)c1ccc2c(c1)nc(Nc1ccc(S(N)(=O)=O)cc1)n2Cc1ccccc1C(F)(F)F,5.66
CHEMBL395034,435.47,0,4.61,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CC[C@H](N)C(F)F)c1ccccc1,6.91
CHEMBL196985,329.35,0,3.8,CN(C)C(=O)N1N=C(c2cc(F)ccc2F)CC1c1ccccc1,7.08
CHEMBL380814,298.77,0,4.04,CC(=O)N1N=C(c2cccc(Cl)c2)CC1c1ccccc1,5.01
CHEMBL252340,389.46,0,3.95,CCCCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cccc(O)c3)N2C1=O,6.1
CHEMBL364452,314.77,0,3.74,CC(=O)N1N=C(c2ccccc2Cl)CC1c1cccc(O)c1,6.35
CHEMBL370246,357.84,0,3.46,NCCCC(=O)N1N=C(c2ccccc2Cl)CC1c1cccc(O)c1,5.22
CHEMBL1084143,485.69,0,4.68,CC(C)c1ccc2c(c1)[C@H]1O[C@@H](CNS(=O)(=O)CCCN(C)C)CC[C@H]1[C@H](c1ccccc1)N2,8.7
CHEMBL1085692,504.44,2,5.05,CN(C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccccc1,8.3
CHEMBL1096003,482.02,0,3.96,CN(C)CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Cl)cc(F)c1N[C@H]2c1ccccc1,8.7
CHEMBL1173162,249.24,0,4.35,Cn1c2ccccc2c2ccc(C(F)(F)F)cc21,5.25
CHEMBL195760,298.77,0,4.04,CC(=O)N1N=C(c2ccccc2Cl)CC1c1ccccc1,5.44
CHEMBL1165639,391.9,1,5.43,CC(C)C(=O)N1CCc2c([nH]c3ccc(Cl)cc23)C1c1c[nH]c2ccccc12,5.77
CHEMBL1164552,595.97,2,6.41,CCC(c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1)N(CCCN(C)C)C(=O)c1ccc(Br)cc1,7.31
CHEMBL1163891,340.85,0,4.88,CCCN1CCc2c([nH]c3ccc(Cl)cc23)C1c1cccc(O)c1,6.77
CHEMBL196985,329.35,0,3.8,CN(C)C(=O)N1N=C(c2cc(F)ccc2F)CC1c1ccccc1,7.08
CHEMBL365108,300.31,0,3.66,CC(=O)N1N=C(c2cc(F)ccc2F)CC1c1ccccc1,7.03
CHEMBL1277474,420.94,1,5.58,CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)N1,6.75
CHEMBL1278096,360.42,0,3.89,COc1ccc(NC(=O)C2=C(C)Nc3n[nH]cc3C2c2ccccc2)cc1,5.55
CHEMBL1098693,355.91,1,6.27,CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1C(c1cccc(Cl)c1)N2,5
CHEMBL1083521,304.39,0,4.39,N#CCc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,6.3
CHEMBL1084115,327.49,1,5.68,CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccsc1)N2,6.92
CHEMBL3680852,517.59,2,5.19,C[C@H](O)C(=O)N(CC[C@H](N)CF)[C@H](c1nc(-c2cc(F)ccc2F)oc1Cc1ccccc1)C(C)(C)C,6.2
CHEMBL381599,280.42,0,3.21,Cc1ccc2c(c1C)CN(CCN)CC2c1ccccc1,5.64
CHEMBL438073,324.42,0,3.58,CCc1cccc2c1CN(C(=O)N(C)C)CC2c1cccc(O)c1,6.46
CHEMBL205441,326.4,0,3.03,COc1ccc2c(c1)CN(C(=O)N(C)C)CC2c1cccc(O)c1,6.21
CHEMBL427386,310.4,0,3.33,Cc1ccc2c(c1)CN(C(=O)N(C)C)CC2c1cccc(O)c1,6.22
CHEMBL382364,422.27,0,3.63,CN(C)C(=O)N1Cc2cc(I)ccc2C(c2cccc(O)c2)C1,6.5
CHEMBL1829442,417.53,0,4.7,CCC(NC(=O)c1ccc(C)cc1)c1nc2ccsc2c(=O)n1Cc1ccccc1,5.05
CHEMBL595399,335.41,0,2.61,Cc1ccc2[nH]c3c(c2c1)CCN(C(=O)CN)C3c1cccc(O)c1,7.31
CHEMBL4239372,478.6,0,4.55,COc1ccc(/C=C/C=C2\SC(NC3=NN(C(C)=O)C(C)(c4ccccc4)S3)=NC2=O)cc1,4.05
CHEMBL4251458,456.98,0,4.64,CC(=O)N1N=C(NC2=NC(=O)/C(=C/c3cccc(Cl)c3)S2)SC1(C)c1ccccc1,4.32
CHEMBL381985,426.51,0,4.61,NCCCC1(c2ccccc2)CC(c2cc(F)ccc2F)=NN1C(=O)N1CCCCC1,7.07
CHEMBL208864,494.55,0,4.32,CCNC(=O)N1N=C(c2cc(F)ccc2F)CC1(CCCCNC(=O)c1c[nH]cn1)c1ccccc1,6.16
CHEMBL383402,401.46,0,4.16,CCNC(=O)N1N=C(c2cc(F)ccc2F)CC1(CCCCO)c1ccccc1,6.16
CHEMBL250125,478.57,0,3.23,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,8.8
CHEMBL398478,437.52,0,3.4,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN1CCOCC1)c1ccccc1,9.4
CHEMBL535161,528.48,0,4.45,CCC(c1nn2ccc(Cl)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1.Cl,7.16
CHEMBL250127,367.42,0,3.03,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@@]1(CCCN)c1ccccc1,9.3
CHEMBL251103,310.33,0,3.14,CC(=O)C1=NN2c3cc(F)ccc3OC[C@H]2[C@H]1c1ccccc1,6.81
CHEMBL254433,437.62,1,5.1,CC(C)(O)C1C[C@@H](O)[C@]2(C)[C@H](CC[C@@]3(C)[C@H]2CC[C@H]2Cc4c([nH]c5ccccc45)[C@@]23C)O1,4.82
CHEMBL205786,324.42,0,3.64,Cc1ccc2c(c1C)CN(C(=O)N(C)C)C[C@@H]2c1cccc(O)c1,6.98
CHEMBL365553,336.36,0,3.08,CS(=O)(=O)N1N=C(c2cc(F)ccc2F)CC1c1ccccc1,5.75
CHEMBL443196,270.22,0,4,OCc1ccc(-c2ccc(C(F)(F)F)c(F)c2)cc1,5.44
CHEMBL470767,335.28,0,2.52,NS(=O)(=O)Nc1ccc(-c2ccc(C(F)(F)F)c(F)c2)cn1,7.4
CHEMBL206249,413.47,0,3.91,CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1,8.26
CHEMBL206798,374.39,0,3.15,CN(CCO)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1cccc(O)c1,8.4
CHEMBL207601,342.87,0,4.59,Cc1ccc2c(c1C)CN(C(=O)N(C)C)CC2c1cccc(Cl)c1,5.46
CHEMBL213686,492.02,0,4.45,CCC(c1nn2c(Cl)ccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,7.22
CHEMBL1077337,317.79,1,5.11,Fc1c(Cl)ccc2c1N[C@@H](c1ccccc1)[C@@H]1CCCO[C@H]21,6.27
CHEMBL1164373,343.43,0,4.45,CC(=O)N1CCc2c([nH]c3ccc(C)cc23)C1c1c[nH]c2ccccc12,7.29
CHEMBL1163628,371.91,0,3.48,Cc1ccc2[nH]c3c(c2c1)CCN(CCCN)C3c1cccc(O)c1.Cl,7.08
CHEMBL228748,376.5,0,3.41,O=C(Nc1sc2c(c1C(=O)N1CCOCC1)CCCC2)c1cccs1,5.37
CHEMBL1829261,514.7,2,5.41,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,5.84
CHEMBL1829262,516.67,1,4.93,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCNC(C)=O)C(=O)c1ccc(C)cc1,5.54
CHEMBL438800,375.27,0,3.78,CN(C)C(=O)N1Cc2cc(Br)ccc2C(c2cccc(O)c2)C1,6.09
CHEMBL380814,298.77,0,4.04,CC(=O)N1N=C(c2cccc(Cl)c2)CC1c1ccccc1,5.01
CHEMBL392695,363.48,0,4.12,N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,6
CHEMBL1172905,249.24,0,4.65,Cc1ccc2[nH]c3ccc(C(F)(F)F)cc3c2c1,5.06
CHEMBL1802986,236.2,0,3.73,FC(F)(F)c1ccc2c(c1)[nH]c1cnccc12,7.28
CHEMBL3288963,250.22,0,3.92,Nc1ccc2c(c1)[nH]c1cc(C(F)(F)F)ccc12,6.57
CHEMBL3288965,280.2,0,4.25,O=[N+]([O-])c1ccc2[nH]c3cc(C(F)(F)F)ccc3c2c1,7.37
CHEMBL3289003,324.33,0,4.49,O=C1CSc2cc(Nc3cccc(C(F)(F)F)c3)ccc2N1,7.29
CHEMBL395332,385.46,0,3.98,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCN)c1ccccc1,8.66
CHEMBL240690,274.35,0,1.92,O=C1CCCC2=C1C(c1cccc(O)c1)NC(=S)N2,5.7
CHEMBL240689,394.5,0,0.29,CC1=C(C(=O)NCCOCCOCCN)C(c2cccc(O)c2)NC(=S)N1,4.66
CHEMBL397171,291.38,0,1.32,CCNC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,4.08
CHEMBL391848,376.43,0,2.23,CCOC(=O)C1=C(C)NC(=S)N(C(C)=O)C1c1cccc(OC(C)=O)c1,5.3
CHEMBL1173167,281.36,0,4.41,COC(=O)c1ccc2[nH]c3cc(C(C)(C)C)ccc3c2c1,6.41
CHEMBL1173621,221.3,0,4.2,c1ccc2c(c1)[nH]c1c3c(ccc12)CCCC3,5.8
CHEMBL1173622,217.27,0,4.47,c1ccc2c(c1)ccc1c3ccccc3[nH]c21,5.34
CHEMBL232133,431.48,1,5.14,N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccc(C(F)(F)F)cc1)C(=O)O,6.66
CHEMBL392369,393.51,0,4.13,COc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1,7.54
CHEMBL408072,319.47,0,4.67,NCCSC(c1ccccc1)(c1ccccc1)c1ccccc1,6.4
CHEMBL1829421,504.61,1,4.18,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc2c(c1)OCO2,6.82
CHEMBL1829411,485.61,0,4.32,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C#N)cc1,5.57
CHEMBL1829253,475.62,0,4.15,CCC(c1nc2ccsc2c(=O)n1Cc1ccccn1)N(CCCN)C(=O)c1ccc(C)cc1,5.46
CHEMBL382165,355.38,0,3.7,O=C([C@@H](O)C1CC1)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,7.96
CHEMBL438800,375.27,0,3.78,CN(C)C(=O)N1Cc2cc(Br)ccc2C(c2cccc(O)c2)C1,6.09
CHEMBL1165475,406.36,0,4.21,Cl.NCCCCN1CCc2c([nH]c3ccc(Cl)cc23)C1c1cccc(O)c1,6.46
CHEMBL1163629,385.94,0,3.87,Cc1ccc2[nH]c3c(c2c1)CCN(CCCCN)C3c1cccc(O)c1.Cl,6.34
CHEMBL1163527,406.31,0,3.35,Cl.NCCC(=O)N1CCc2c([nH]c3c(Cl)cccc23)C1c1cccc(O)c1,7.4
CHEMBL1164859,406.48,0,4.08,CCCC(=O)N1C(C(=O)OCC)Cc2c([nH]c3ccccc23)C1c1cccc(O)c1,6.65
CHEMBL392695,363.48,0,4.12,N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,6.73
CHEMBL213736,526.47,2,5.1,CCC(c1nn2c(Cl)cc(Cl)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,6.54
CHEMBL380186,518.02,1,3.98,Cc1ccc(C(=O)N(CCC(N)=O)C(c2nn3c(Cl)ccc3c(=O)n2Cc2ccccc2)C2CC2)cc1,6.01
CHEMBL4241043,467.53,0,3.89,CC(=O)N1N=C(NC2=NC(=O)/C(=C/c3cccc([N+](=O)[O-])c3)S2)SC1(C)c1ccccc1,4.56
CHEMBL2105661,511.71,1,2.42,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,7.58
CHEMBL2347656,340.38,0,1.94,NCCC(=O)N1CCc2cc3c(cc2C1c1cccc(O)c1)OCO3,7.7
CHEMBL370875,343.22,0,4.15,CC(=O)N1N=C(c2ccccc2Br)CC1c1ccccc1,4.63
CHEMBL203181,299.32,0,3.95,CC(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,5.4
CHEMBL400041,447.48,0,4.94,CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CCC(F)(F)C1)c1ccccc1,8.4
CHEMBL1089058,391.4,1,6.98,FS(F)(F)(F)(F)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,6.04
CHEMBL1098378,339.45,1,5.76,CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1C(c1cccc(F)c1)N2,6.06
CHEMBL195232,316.31,0,3.37,CC(=O)N1N=C(c2cc(F)ccc2F)C[C@H]1c1cccc(O)c1,7.58
CHEMBL1803019,290.24,0,3.83,O=C1Cc2cc3c(cc2N1)[nH]c1cc(C(F)(F)F)ccc13,7.43
CHEMBL1164552,595.97,2,6.41,CCC(c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1)N(CCCN(C)C)C(=O)c1ccc(Br)cc1,7.54
CHEMBL1277198,372.79,0,4.27,CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccco2)c2c[nH]nc2N1,6.4
CHEMBL1277199,338.34,0,3.61,CC1=C(C(=O)Nc2ccc(F)cc2)C(c2ccco2)c2c[nH]nc2N1,4.99
CHEMBL1173069,223.28,0,3.83,CC(=O)c1ccc2[nH]c3cc(C)ccc3c2c1,5.8
CHEMBL1170460,209.29,0,4.44,CC(C)c1ccc2c(c1)[nH]c1ccccc12,5.82
CHEMBL427688,411.5,0,4.69,CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CCCC1)c1ccccc1,8.89
CHEMBL395034,435.47,0,4.61,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CC[C@H](N)C(F)F)c1ccccc1,7.62
CHEMBL1277110,365.35,0,3.38,CC1=C(C(=O)Nc2ccc([N+](=O)[O-])cc2)C(c2ccco2)c2c[nH]nc2N1,5.56
CHEMBL1172394,225.25,0,3.11,COC(=O)c1ccc2c(c1)[nH]c1ccccc12,4.96
CHEMBL395332,385.46,0,3.98,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCN)c1ccccc1,8.66
